#OPEN_EXPORT: 2023.05.05.1207
#Datum vytvoøení souboru: 14.02.2024 20:13
#Stažením publikovaných dat souhlasíte s podmínkami užití tìchto dat.

METADATA
Stanice ID;Jméno stanice;Zaèátek mìøení;Konec mìøení;Zemìpisná délka;Zemìpisná šíøka;Nadmoøská výška
P2VSEL01;Všelibice;01.04.2016;31.12.2023;14.950609;50.648954;392

PØÍSTROJE
Pøístroj;Zaèátek mìøení;Konec mìøení;Výška pøístroje [m]
Srážkomìr;01.04.2016;31.12.2023;1

PRVEK
Denní úhrn srážek [SRA.07:00, mm]

Popis:
Hodnota - hodnota prvku
Pøíznak - rozšiøující informace o hodnotì

Pøíznak;Popis
M;Úhrn mimoøádnì z manuálního srážkomìru
T;Nemìøitelné množství

DATA
Rok;Mìsíc;Den;Hodnota;Pøíznak
2022;10;24;.7;
2022;10;25;0;
2022;10;26;0;
2022;10;27;0;
2022;10;28;0;
2022;10;29;0;
2022;10;30;0;
2022;10;31;0;
2022;11;1;0;
2022;11;2;0;
2022;11;3;0;
2022;11;4;25.9;
2022;11;5;0;
2022;11;6;0;
2022;11;7;.3;
2022;11;8;0;
2022;11;9;6.8;
2022;11;10;0;
2022;11;11;.3;
2022;11;12;0;
2022;11;13;0;
2022;11;14;0;
2022;11;15;0;
2022;11;16;7.4;
2022;11;17;2.9;
2022;11;18;3.3;
2022;11;19;0;
2022;11;20;2.5;
2022;11;21;.2;
2022;11;22;0;
2022;11;23;0;
2022;11;24;2.3;
2022;11;25;1.5;
2022;11;26;1;
2022;11;27;0;
2022;11;28;1.5;
2022;11;29;.2;
2022;11;30;0;
2022;12;1;0;
2022;12;2;4.5;
2022;12;3;.2;
2022;12;4;.2;
2022;12;5;5.9;
2022;12;6;7.2;
2022;12;7;2.2;
2022;12;8;1.8;
2022;12;9;0;
2022;12;10;.5;
2022;12;11;3;
2022;12;12;5.1;
2022;12;13;0;
2022;12;14;.5;
2022;12;15;0;
2022;12;16;0;
2022;12;17;0;
2022;12;18;0;
2022;12;19;.6;
2022;12;20;1.5;
2022;12;21;3.5;
2022;12;22;6.1;
2022;12;23;7;
2022;12;24;0;
2022;12;25;0;
2022;12;26;5.7;
2022;12;27;0;
2022;12;28;0;
2022;12;29;0;
2022;12;30;0;
2022;12;31;0;
2023;01;1;0;
2023;01;2;0;
2023;01;3;0;
2023;01;4;6.4;
2023;01;5;2.1;
2023;01;6;1;
2023;01;7;0;
2023;01;8;.7;
2023;01;9;1.5;
2023;01;10;.7;
2023;01;11;4.4;
2023;01;12;7.5;
2023;01;13;1;
2023;01;14;6.5;
2023;01;15;1.5;
2023;01;16;0;
2023;01;17;17.9;
2023;01;18;1;
2023;01;19;0;
2023;01;20;.2;
2023;01;21;4;
2023;01;22;3.3;
2023;01;23;0;
2023;01;24;0;
2023;01;25;.1;
2023;01;26;.5;
2023;01;27;0;
2023;01;28;0;
2023;01;29;0;T
2023;01;30;5.7;
2023;01;31;4.6;
2023;02;1;6;
2023;02;2;6.7;
2023;02;3;11.8;
2023;02;4;0;
2023;02;5;0;
2023;02;6;0;
2023;02;7;0;
2023;02;8;0;
2023;02;9;0;
2023;02;10;0;
2023;02;11;3.7;
2023;02;12;.8;
2023;02;13;0;
2023;02;14;0;
2023;02;15;0;
2023;02;16;.1;
2023;02;17;5.5;
2023;02;18;18;
2023;02;19;4.8;
2023;02;20;0;
2023;02;21;0;
2023;02;22;0;
2023;02;23;.8;
2023;02;24;5.9;
2023;02;25;4.3;
2023;02;26;.8;
2023;02;27;0;
2023;02;28;0;
2023;03;1;0;
2023;03;2;0;
2023;03;3;0;
2023;03;4;.5;
2023;03;5;.7;
2023;03;6;4.5;
2023;03;7;4.2;
2023;03;8;11.2;
2023;03;9;4;
2023;03;10;10.8;
2023;03;11;.5;
2023;03;12;1.5;
2023;03;13;8.3;
2023;03;14;2.8;
2023;03;15;0;
2023;03;16;0;
2023;03;17;0;
2023;03;18;0;
2023;03;19;0;
2023;03;20;.8;
2023;03;21;0;
2023;03;22;0;
2023;03;23;2.7;
2023;03;24;3.7;
2023;03;25;3.5;
2023;03;26;4.4;
2023;03;27;3;
2023;03;28;0;
2023;03;29;0;
2023;03;30;10;
2023;03;31;7;
2023;04;1;8.8;
2023;04;2;0;
2023;04;3;0;
2023;04;4;0;
2023;04;5;0;
2023;04;6;0;
2023;04;7;1.4;
2023;04;8;.2;
2023;04;9;.2;
2023;04;10;0;
2023;04;11;8;
2023;04;12;0;
2023;04;13;.8;
2023;04;14;20.8;
2023;04;15;0;
2023;04;16;.2;
2023;04;17;0;
2023;04;18;0;
2023;04;19;.5;
2023;04;20;.4;
2023;04;21;0;
2023;04;22;0;
2023;04;23;.7;
2023;04;24;.5;
2023;04;25;0;
2023;04;26;0;
2023;04;27;0;
2023;04;28;2.7;
2023;04;29;2.3;
2023;04;30;0;
2023;05;1;0;
2023;05;2;0;
2023;05;3;0;
2023;05;4;0;
2023;05;5;1.2;
2023;05;6;0;
2023;05;7;0;
2023;05;8;0;
2023;05;9;0;
2023;05;10;0;
2023;05;11;0;
2023;05;12;0;
2023;05;13;0;
2023;05;14;6.6;
2023;05;15;5;
2023;05;16;0;
2023;05;17;0;
2023;05;18;0;
2023;05;19;0;
2023;05;20;0;
2023;05;21;0;
2023;05;22;5.4;
2023;05;23;.6;
2023;05;24;0;
2023;05;25;0;
2023;05;26;0;
2023;05;27;0;
2023;05;28;0;
2023;05;29;0;
2023;05;30;0;
2023;05;31;0;
2023;06;1;0;
2023;06;2;0;
2023;06;3;0;
2023;06;4;0;
2023;06;5;11.2;
2023;06;6;3.9;
2023;06;7;2.7;
2023;06;8;5.3;
2023;06;9;.2;
2023;06;10;0;
2023;06;11;0;
2023;06;12;0;
2023;06;13;4.8;
2023;06;14;0;
2023;06;15;.3;
2023;06;16;0;
2023;06;17;2.8;
2023;06;18;0;
2023;06;19;0;
2023;06;20;0;
2023;06;21;0;
2023;06;22;1;
2023;06;23;2.1;
2023;06;24;0;
2023;06;25;0;
2023;06;26;2;
2023;06;27;2.6;
2023;06;28;0;
2023;06;29;0;
2023;06;30;1.6;
2023;07;1;1.4;
2023;07;2;1.1;
2023;07;3;0;
2023;07;4;0;
2023;07;5;0;
2023;07;6;0;
2023;07;7;0;
2023;07;8;0;
2023;07;9;0;
2023;07;10;6.2;
2023;07;11;2.5;
2023;07;12;6.7;
2023;07;13;0;
2023;07;14;0;
2023;07;15;1.1;
2023;07;16;1.2;
2023;07;17;0;
2023;07;18;0;
2023;07;19;3.4;
2023;07;20;4.2;
2023;07;21;1.5;
2023;07;22;0;
2023;07;23;0;
2023;07;24;7.1;
2023;07;25;5;
2023;07;26;0;
2023;07;27;3;
2023;07;28;0;
2023;07;29;4.1;
2023;07;30;3.1;
2023;07;31;3.2;
2023;08;1;7.2;
2023;08;2;6.5;
2023;08;3;0;
2023;08;4;0;
2023;08;5;19.2;
2023;08;6;22.7;
2023;08;7;9;
2023;08;8;3.5;
2023;08;9;4.8;
2023;08;10;0;
2023;08;11;0;
2023;08;12;0;
2023;08;13;0;
2023;08;14;0;
2023;08;15;0;
2023;08;16;.2;
2023;08;17;18.5;
2023;08;18;0;
2023;08;19;0;
2023;08;20;1.4;
2023;08;21;0;
2023;08;22;0;
2023;08;23;0;
2023;08;24;0;
2023;08;25;.6;
2023;08;26;10.5;
2023;08;27;4.5;
2023;08;28;27.5;
2023;08;29;.5;
2023;08;30;.2;
2023;08;31;.9;
2023;09;1;7.2;
2023;09;2;0;
2023;09;3;0;
2023;09;4;0;
2023;09;5;0;
2023;09;6;0;
2023;09;7;0;
2023;09;8;0;
2023;09;9;0;
2023;09;10;0;
2023;09;11;0;
2023;09;12;0;
2023;09;13;0;
2023;09;14;0;
2023;09;15;0;
2023;09;16;0;
2023;09;17;0;
2023;09;18;22.9;
2023;09;19;0;
2023;09;20;0;
2023;09;21;0;
2023;09;22;7.1;
2023;09;23;0;
2023;09;24;0;
2023;09;25;0;
2023;09;26;0;
2023;09;27;0;
2023;09;28;0;
2023;09;29;.6;
2023;09;30;0;
2023;10;1;0;
2023;10;2;0;
2023;10;3;3.3;
2023;10;4;0;
2023;10;5;0;
2023;10;6;0;
2023;10;7;2.1;
2023;10;8;3;
2023;10;9;6.2;
2023;10;10;.7;
2023;10;11;.4;
2023;10;12;3.5;
2023;10;13;.3;
2023;10;14;2.3;
2023;10;15;.4;
2023;10;16;0;
2023;10;17;0;
2023;10;18;2;
2023;10;19;8.5;
2023;10;20;.6;
2023;10;21;9.6;
2023;10;22;0;
2023;10;23;0;
2023;10;24;5.9;
2023;10;25;4.1;
2023;10;26;.3;
2023;10;27;5.2;
2023;10;28;3.6;
2023;10;29;0;
2023;10;30;4.5;
2023;10;31;0;
2023;11;1;0;
2023;11;2;6.5;
2023;11;3;17.1;
2023;11;4;.6;
2023;11;5;2.1;
2023;11;6;1.3;
2023;11;7;0;
2023;11;8;.5;
2023;11;9;.3;
2023;11;10;.8;
2023;11;11;9.4;
2023;11;12;0;
2023;11;13;11.5;
2023;11;14;10;
2023;11;15;4.5;
2023;11;16;0;
2023;11;17;2;
2023;11;18;3.2;
2023;11;19;9.7;
2023;11;20;3.5;
2023;11;21;.6;
2023;11;22;0;
2023;11;23;7.2;
2023;11;24;9.6;
2023;11;25;3.8;
2023;11;26;.5;
2023;11;27;12.3;
2023;11;28;3;
2023;11;29;2.9;
2023;11;30;0;
2023;12;1;5.5;
2023;12;2;2.5;
2023;12;3;0;
2023;12;4;0;
2023;12;5;0;
2023;12;6;1.6;
2023;12;7;0;
2023;12;8;4.2;
2023;12;9;6.5;
2023;12;10;1.8;
2023;12;11;.4;
2023;12;12;2.7;
2023;12;13;2.1;
2023;12;14;.2;
2023;12;15;2.3;
2023;12;16;0;
2023;12;17;0;
2023;12;18;0;
2023;12;19;8.2;
2023;12;20;9.9;
2023;12;21;10.3;
2023;12;22;12.5;
2023;12;23;29.4;
2023;12;24;6.7;
2023;12;25;2;
2023;12;26;2.7;
2023;12;27;0;
2023;12;28;.5;
2023;12;29;0;
2023;12;30;2.3;
2023;12;31;.3;
